Iceland,2.9,2.54,2.42,2.15,2.12,2.1,2.08,2.05,2.01,1.92,1.79,1.64,1.51,1.42,1.36,1.34,1.32,1.32
Ireland,7.05,6.36,5.54,4.9,4.78,4.68,4.58,4.49,4.34,4.19,3.98,3.74,3.49,3.24,2.93,2.74,2.75,2.87
Israel,12.06,12.7,11.65,11.04,11.05,11.16,11.25,11.25,11.21,11.12,10.94,10.71,10.44,10.16,9.68,9.29,9.19,9.14
Italy,11.39,10.51,10.14,9.03,8.88,8.76,8.67,8.56,8.4,8.26,8.08,7.88,7.66,7.43,6.9,6.54,6.5,6.51
Japan,6.33,5.97,5.86,5.41,5.31,5.22,5.13,5.07,5.05,5.15,5.38,5.66,5.91,6.04,6.08,6.07,6.08,6.04
Korea,12.53,11.85,11.72,11.46,11.35,11.22,11.09,11.02,10.99,11.16,11.53,11.95,12.28,12.44,12.37,12.34,12.39,12.51
Latvia,11.74,11.41,9.92,9.66,9.67,9.69,9.64,9.63,9.56,9.26,8.76,8.17,7.53,6.94,6.21,5.76,5.77,5.87
Lithuania,9.66,9.12,7.81,7.57,7.62,7.69,7.75,7.8,7.82,7.69,7.35,6.92,6.4,5.93,5.27,4.79,4.79,4.86
Luxembourg,8.49,7.51,6.23,5.72,5.71,5.74,5.79,5.84,5.8,5.64,5.31,4.9,4.5,4.16,3.84,3.69,3.7,3.8
Mexico,8.12,8.96,9.29,8.04,7.94,7.85,7.83,7.85,7.87,7.92,8.06,8.26,8.42,8.46,8.3,8.13,8.09,8.16
Netherlands,10.43,9.67,8.75,7.76,7.69,7.66,7.66,7.64,7.56,7.31,6.85,6.33,5.88,5.62,5.52,5.49,5.41,5.29
New Zealand,2.71,2.57,2.38,1.95,1.91,1.89,1.86,1.84,1.81,1.76,1.7,1.65,1.59,1.55,1.54,1.54,1.56,1.59
Norway,5.92,4.97,4.45,3.04,2.99,2.96,2.95,2.93,2.87,2.78,2.62,2.44,2.25,2.1,1.95,1.84,1.83,1.86
Poland,14.08,14.28,13.04,12.44,12.42,12.45,12.49,12.49,12.4,12.16,11.75,11.25,10.81,10.58,10.53,10.54,10.52,10.47
Portugal,6.2,5.88,6.13,5.36,5.2,4.99,4.81,4.65,4.48,4.34,4.19,4.04,3.89,3.74,3.58,3.45,3.35,3.28
Slovak Republic,14.61,14.33,12.37,11.99,11.89,11.79,11.62,11.43,11.2,10.94,10.57,10.22,9.9,9.69,9.39,9.25,9.28,9.34
Slovenia,11.1,11.46,10.18,9.22,8.97,8.69,8.45,8.2,7.99,7.84,7.73,7.59,7.39,7.28,6.97,6.75,6.74,6.8
Spain,6.72,5.85,6.36,5.57,5.43,5.29,5.15,5.02,4.87,4.76,4.65,4.51,4.4,4.26,3.98,3.8,3.79,3.79
Sweden,4.59,3.79,3.4,2.48,2.45,2.44,2.44,2.44,2.4,2.28,2.03,1.74,1.48,1.34,1.28,1.24,1.23,1.21
Switzerland,9.08,8.03,6.79,5.58,5.5,5.46,5.43,5.4,5.31,5.19,5.01,4.81,4.55,4.28,3.76,3.4,3.41,3.43
Türkiye,11.13,12.51,13.46,13.68,13.78,14.05,14.39,14.82,14.98,14.93,14.89,14.84,14.88,14.88,14.45,13.96,13.87,13.81
United Kingdom,9.44,8.7,7.57,6.44,6.29,6.14,6.01,5.87,5.7,5.48,5.15,4.83,4.56,4.38,4.31,4.29,4.25,4.16
United States,6.82,6.4,5.9,5.1,4.89,4.62,4.34,4.08,3.85,3.68,3.51,3.35,3.2,3.04,2.83,2.69,2.67,2.67
Russia,10.84,9.97,9.02,8.14,8.09,8.2,8.37,8.46,8.53,8.36,8.07,7.66,7.24,6.85,6.32,5.91,5.88,5.94
